TITLE,ADDR1,FIRST_IMG,FIRST_IMG2,KEYID,KEYTYPE,BOOKTOUR,ADR2,CAT1,CAT2,CAT3,CPYRIGHT,GPSX,GPSY,MAPLEVEL,CREATED,MODIFIED,TEL,AREA1,AREA2
용두해수욕장,충청남도 보령시 남포면 열린바다로 82-45,,,129641,12,0,,A01,A0101,A01011200,,126.5428681503,36.2602057335,6,20070807090000,20241016195301,,34,5
땅끝송호해수욕장,전라남도 해남군 송지면 땅끝해안로 1827,,,126302,12,0,,A01,A0101,A01011200,,126.5190463327,34.3143479503,6,20030707090000,20241015152959,,38,23
연대도 해수욕장,경상남도 통영시 산양읍,,,2022592,12,0,,A01,A0101,A01011200,,128.3962218561,34.7339413464,6,20150805024724,20240920140902,,36,17
증산해변(증산 해수욕장),강원특별자치도 삼척시 증산동,,,127727,12,0,,A01,A0101,A01011200,,129.1606210205,37.4746447041,6,20060510090000,20240828134630,,32,4
중문색달해수욕장,제주특별자치도 서귀포시 색달동,,,126449,12,1,,A01,A0101,A01011200,,126.4112108397,33.2454289066,6,20030925090000,20240827165732,,39,3
제부도해수욕장,경기도 화성시 서신면 해안길 260,,,1932056,12,0,,A01,A0101,A01011200,,126.6181483350,37.1644195149,6,20140704224014,20240826161015,,31,31
구영해수욕장,경상남도 거제시 장목면 거제북로,,,126083,12,0,,A01,A0101,A01011200,,128.6910133258,35.0312133979,6,20030707090000,20240808153906,,36,1
구조라해수욕장,경상남도 거제시 일운면 거제대로 2056,,,583071,12,0,,A01,A0101,A01011200,,128.6922330595,34.8079772705,6,20080704023917,20240808152751,,36,1
의항해수욕장,충청남도 태안군 소원면 의항리,,,125840,12,0,,A01,A0101,A01011200,,126.1602656179,36.8278283286,6,20030701090000,20240805112942,,34,14
백리포해수욕장,충청남도 태안군 백리포길 39-4,,,1626917,12,0,,A01,A0101,A01011200,,126.1558775258,36.8126744500,6,20120510033425,20240805112905,,34,14
대진 해수욕장,강원특별자치도 동해시 망상동 1-3,,,2774430,12,0,(망상동),A01,A0101,A01011200,,129.1092223282,37.5815397106,6,20211115234313,20240731070052,,32,3
오시아노해수욕장,전라남도 해남군 화원면 시아로 552,,,3077071,12,,,A01,A0101,A01011200,,126.2600412997,34.6681957085,6,20231201120508,20240729175830,,38,23
월포해수욕장,경상북도 포항시 북구 청하면 해안로2308번길,,,126090,12,0,,A01,A0101,A01011200,,129.3710516047,36.2023274798,6,20040210090000,20240724142729,,35,23
장경리해수욕장,인천광역시 옹진군 영흥면 영흥로757번길 6,,,128997,12,0,,A01,A0101,A01011200,,126.4499273546,37.2726568075,6,20060613090000,20240717211023,,2,9
여차해변 (여차몽돌해수욕장),경상남도 거제시 여차길 22,,,126579,12,0,,A01,A0101,A01011200,,128.6269162116,34.7141671199,6,20040120090000,20240717210818,,36,1
풍류해수욕장,전라남도 고흥군 두원면 풍류리,,,126279,12,0,,A01,A0101,A01011200,,127.2293172305,34.6639566972,6,20030729090000,20240617163509,,38,2
미라리해수욕장,전라남도 완도군 소안면 미라리,,,799776,12,0,,A01,A0101,A01011200,,126.6693982608,34.1452970651,6,20090908224928,20240617141051,,38,18
왕산해수욕장,인천광역시 중구 을왕동,,,129256,12,0,,A01,A0101,A01011200,,126.3693185709,37.4565312636,6,20060926090000,20240612172842,,2,10
오보 해수욕장,경상북도 영덕군 영덕읍 영덕대게로 1213,,,127161,12,0,,A01,A0101,A01011200,,129.4311837414,36.4410876537,6,20031222090000,20240612160045,,35,12
덕동해수욕장,경상남도 통영시 욕지면 서산리,,,127100,12,0,,A01,A0101,A01011200,,128.2347217926,34.6356355724,6,20040107090000,20240611173648,,36,17
도구해수욕장,경상북도 포항시 남구 동해면 일월로81번길,,,1621384,12,0,,A01,A0101,A01011200,,129.4444096143,35.9918193724,6,20120503204753,20240611165552,,35,23
남호해수욕장,경상북도 영덕군 남정면 동해대로 4142,,,127159,12,0,,A01,A0101,A01011200,,129.3799415934,36.3278661912,6,20030703090000,20240611160721,,35,12
화진해수욕장,경상북도 포항시 북구 송라면 동해대로3218번길,,,126094,12,0,,A01,A0101,A01011200,,129.3738915763,36.2518135917,6,20030704090000,20240611155738,,35,23
후정해수욕장,경상북도 울진군 죽변면 후정2길 72,,,126694,12,0,,A01,A0101,A01011200,,129.4159495272,37.0701822631,6,20030909090000,20240611130620,,35,18
하저해수욕장 (하저리 해수욕장),경상북도 영덕군 강구면 하저리,,,127160,12,0,,A01,A0101,A01011200,,129.4079234165,36.3898346941,6,20030703090000,20240610131203,,35,12
경정해수욕장,경상북도 영덕군 축산면 영덕대게로 1726,,,1621219,12,0,,A01,A0101,A01011200,,129.4330268106,36.4820413681,6,20120503191345,20240607151220,,35,12
발포해수욕장,전라남도 고흥군 도화면 천마로 2743,,,127545,12,0,,A01,A0101,A01011200,,127.3574102725,34.4919808950,6,20030729090000,20240607102244,,38,2
예송해수욕장,전라남도 완도군 보길면 예송리,,,126309,12,0,,A01,A0101,A01011200,,126.5628854753,34.1404264316,6,20030704090000,20240605173922,,38,18
격포해수욕장,전북특별자치도 부안군 변산면 변산해변로 29-14,,,126288,12,0,(변산면),A01,A0101,A01011200,,126.4698102873,35.6292793235,6,20030929090000,20240605173901,,37,6
신지명사십리해수욕장,전라남도 완도군 신지면,,,147317,12,0,,A01,A0101,A01011200,,126.8059708719,34.3271484387,6,20030704090000,20240605173404,,38,18
우이도 돈목해수욕장,전라남도 신안군 도초면 돈목길 33-1,,,127764,12,0,,A01,A0101,A01011200,,125.8272143193,34.6072845019,6,20030813090000,20240605172839,,38,12
덕흥해수욕장,전라남도 고흥군 동일면 덕흥양쪽길 118,,,126888,12,0,,A01,A0101,A01011200,,127.4586172207,34.5271259078,6,20030729090000,20240605144702,,38,2
나로우주해수욕장,전라남도 고흥군 봉래면 신금길 30-23,,,127885,12,0,(봉래면),A01,A0101,A01011200,,127.4687817102,34.4672022218,6,20031020090000,20240605144411,,38,2
봉평해수욕장,경상북도 울진군 죽변면 울진북로 1166,,,126099,12,0,,A01,A0101,A01011200,,129.4130339501,37.0429186608,6,20030704090000,20240605143643,,35,18
자은 분계해수욕장,전라남도 신안군 자은면 자은서부2길 669,,,127757,12,0,,A01,A0101,A01011200,,125.9810139529,34.8708766886,6,20030813090000,20240605111028,,38,12
황포해수욕장,경상남도 거제시 장목면 황포1길,,,126589,12,0,,A01,A0101,A01011200,,128.6740567675,35.0201087783,6,20040120090000,20240605105440,,36,1
일광해수욕장,부산광역시 기장군 일광면 삼성3길 17,,,126098,12,0,,A01,A0101,A01011200,,129.2336848474,35.2599699714,6,20041231090000,20240605103703,,6,3
칠포해수욕장,경상북도 포항시 북구 흥해읍 해안로,,,126092,12,0,,A01,A0101,A01011200,,129.4005538393,36.1319610157,6,20040210090000,20240605103431,,35,23
고래불해수욕장,경상북도 영덕군 병곡면 고래불로 394,,,126103,12,0,,A01,A0101,A01011200,,129.4103503413,36.5988498611,6,20031222090000,20240605102608,,35,12
수륙해수욕장,경상남도 통영시 산양읍 삼칭이해안길,,,127867,12,1,,A01,A0101,A01011200,,128.4391269985,34.8192714651,6,20040107090000,20240605101716,,36,17
물안해수욕장,경상남도 거제시 하청면 칠천로 973-1,,,1622212,12,0,,A01,A0101,A01011200,,128.6524866723,35.0108510911,6,20120504185647,20240604172445,,36,1
금일명사십리해수욕장,전라남도 완도군 금일읍 금일로 886,,,126303,12,0,,A01,A0101,A01011200,,127.0568710231,34.3318326286,6,20030704090000,20240604165658,,38,18
암태 추포해수욕장,전라남도 신안군 암태면 추엽길 58-59,,,126723,12,0,,A01,A0101,A01011200,,126.0674578474,34.8053493653,6,20030813090000,20240604164849,,38,12
익금해수욕장,전라남도 고흥군 금산면 익금해변길 32,,,127884,12,0,,A01,A0101,A01011200,,127.1464302382,34.4303286750,6,20030731090000,20240604164454,,38,2
비진도해수욕장,경상남도 통영시 한산면 비진리,,,129589,12,0,,A01,A0101,A01011200,,128.4599166464,34.7212938928,6,20070713090000,20240604161915,,36,17
진산리해수욕장,전라남도 완도군 소안면 진산리,,,129548,12,0,392-3,A01,A0101,A01011200,,126.6496642147,34.1309205697,6,20070507090000,20240603091330,,38,18
봉암해수욕장,경상남도 통영시 한산면 봉암2길 46-42,,,127099,12,0,,A01,A0101,A01011200,,128.5109334426,34.7590711418,6,20040107090000,20240527144528,,36,17
톱머리 해수욕장,전라남도 무안군 망운면 톱머리길 66,,,126275,12,0,,A01,A0101,A01011200,,126.3870256467,34.9681584253,6,20030704090000,20240521131725,,38,9
속초해수욕장 대관람차(속초아이),강원특별자치도 속초시 청호해안길 2,,,2814180,12,,,A02,A0203,A02030400,,128.6027491115,38.1907759041,6,20220329105334,20240509113047,,32,5
해수욕장펜션,경상남도 통영시 산양읍 삼칭이해안길 226-1,,,2580971,32,,,B02,B0201,B02010700,,128.4389714341,34.8201297001,6,20181220233224,20240223144621,010-2369-4422,36,17
호도해수욕장,충청남도 보령시 오천면 녹도1길 3,,,126683,12,0,,A01,A0101,A01011200,,126.2664594884,36.2676807380,6,20031209090000,20240202144056,,34,5
