TITLE,ADDR1,FIRST_IMG,FIRST_IMG2,KEYID,KEYTYPE,BOOKTOUR,ADR2,CAT1,CAT2,CAT3,CPYRIGHT,GPSX,GPSY,MAPLEVEL,CREATED,MODIFIED,TEL,AREA1,AREA2
가마미해수욕장,전라남도 영광군 홍농읍 가마미로 355,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image3_1.jpg,126289,12,0,,A01,A0101,A01011200,Type3,126.4090769892,35.3997293920,6,20030707090000,20250418105917,,38,16
삼양해수욕장,제주특별자치도 제주시 삼양이동,http://tong.visitkorea.or.kr/cms/resource/20/3039520_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/20/3039520_image3_1.jpeg,129401,12,0,,A01,A0101,A01011200,Type3,126.5852560795,33.5255284819,6,20061122090000,20250417094143,,39,4
설악해수욕장,강원특별자치도 양양군 강현면 뒷나루2길,http://tong.visitkorea.or.kr/cms/resource/22/2745222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2745222_image3_1.jpg,2710820,12,0,,A01,A0101,A01011200,Type3,128.6227575205,38.1301333481,6,20210324195706,20250415134259,,32,7
사근진해변(사근진해수욕장),강원특별자치도 강릉시 해안로604번길 16,http://tong.visitkorea.or.kr/cms/resource/59/2921959_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2921959_image3_1.jpg,128727,12,0,,A01,A0101,A01011200,Type3,128.8988285332,37.8127616594,6,20060102090000,20250415110640,033-640-4925,32,1
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10,http://tong.visitkorea.or.kr/cms/resource/55/2877155_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2877155_image3_1.jpg,591866,12,0,,A01,A0101,A01011200,Type3,126.2360339355,33.3903434702,6,20080723015000,20250415102406,,39,4
작은후진해수욕장,강원특별자치도 삼척시 새천년도로 467,http://tong.visitkorea.or.kr/cms/resource/26/2716526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2716526_image3_1.jpg,125719,12,0,(교동),A01,A0101,A01011200,Type3,129.1758977619,37.4638879088,6,20030714090000,20250415094741,,32,4
화진포해수욕장,강원특별자치도 고성군 현내면 화진포길 386,http://tong.visitkorea.or.kr/cms/resource/97/3006797_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3006797_image3_1.jpg,2724982,12,0,,A01,A0101,A01011200,Type3,128.4361968025,38.4822636746,6,20210708230121,20250415091445,,32,2
궁촌해변(궁촌해수욕장),강원특별자치도 삼척시 근덕면 궁촌해변길 65,http://tong.visitkorea.or.kr/cms/resource/48/3040348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3040348_image3_1.jpg,126649,12,0,,A01,A0101,A01011200,Type3,129.2671938924,37.3243001987,6,20060324090000,20250414111927,,32,4
강릉 경포해수욕장,강원특별자치도 강릉시 창해로 514,http://tong.visitkorea.or.kr/cms/resource/22/2671422_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2671422_image3_1.jpg,128758,12,0,(안현동),A01,A0101,A01011200,Type3,128.9074446419,37.8057293080,6,20060124090000,20250410171203,,32,1
정암해수욕장,강원특별자치도 양양군 강현면 정암리,http://tong.visitkorea.or.kr/cms/resource/18/2745218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2745218_image3_1.jpg,2702823,12,0,,A01,A0101,A01011200,Type3,128.6158245382,38.1390571755,6,20210106201335,20250410100952,,32,7
송정해변(송정해수욕장),강원특별자치도 강릉시 송정길30번안길 20-3,http://tong.visitkorea.or.kr/cms/resource/33/2671433_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2671433_image3_1.jpg,125694,12,0,,A01,A0101,A01011200,Type3,128.9380761100,37.7768693564,6,20040227090000,20250409162909,,32,1
죽도해수욕장,강원특별자치도 양양군 현남면 인구중앙길,http://tong.visitkorea.or.kr/cms/resource/07/2738607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2738607_image3_1.jpg,125720,12,0,,A01,A0101,A01011200,Type3,128.7595861490,37.9723515608,6,20030710090000,20250409110352,,32,7
하조대해수욕장,강원특별자치도 양양군 현북면 하조대해안길 35,http://tong.visitkorea.or.kr/cms/resource/73/2745273_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2745273_image3_1.jpg,125701,12,0,,A01,A0101,A01011200,Type3,128.7242655472,38.0229894402,6,20031014090000,20250409105614,,32,7
속초해수욕장,강원특별자치도 속초시 해오름로 190,http://tong.visitkorea.or.kr/cms/resource/63/2733163_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2733163_image3_1.jpg,125707,12,0,(조양동),A01,A0101,A01011200,Type3,128.6019936305,38.1905759129,6,20030714090000,20250409095539,,32,5
표선해수욕장,제주특별자치도 서귀포시 표선면 민속해안로 592,http://tong.visitkorea.or.kr/cms/resource/01/3034601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3034601_image3_1.jpg,128794,12,0,,A01,A0101,A01011200,Type3,126.8424244429,33.3256630271,6,20060220090000,20250409092420,,39,3
화순금모래해수욕장,제주특별자치도 서귀포시 안덕면 화순해안로,http://tong.visitkorea.or.kr/cms/resource/52/3023852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3023852_image3_1.jpg,126443,12,0,91,A01,A0101,A01011200,Type3,126.3335149080,33.2407004292,6,20030925090000,20250408145432,,39,3
유동해변(유동해수욕장),경상남도 통영시 욕지면 욕지일주로 1148-101,http://tong.visitkorea.or.kr/cms/resource/48/2787948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2787948_image3_1.jpg,2782847,12,0,,A01,A0101,A01011200,Type3,128.2439879726,34.6232426742,6,20211129231352,20250408103120,,36,17
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,http://tong.visitkorea.or.kr/cms/resource/02/3024202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3024202_image3_1.jpg,126447,12,0,,A01,A0101,A01011200,Type3,126.9280674087,33.4302500880,6,20030707090000,20250404162623,,39,3
거문도해수욕장,전라남도 여수시 삼산면 덕촌리,http://tong.visitkorea.or.kr/cms/resource/91/2664391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2664391_image3_1.jpg,2723663,12,0,,A01,A0101,A01011200,Type3,127.3043097534,34.0199742783,6,20210629012354,20250404132147,,38,13
해운대해수욕장,부산광역시 해운대구 해운대해변로 264,http://tong.visitkorea.or.kr/cms/resource/67/2612467_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2612467_image3_1.jpg,126081,12,0,(우동),A01,A0101,A01011200,Type3,129.1603078991,35.1591243474,6,20031208090000,20250404095347,,6,16
왜목마을 해수욕장,충청남도 당진시 석문면 왜목길 26,http://tong.visitkorea.or.kr/cms/resource/69/3047169_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3047169_image3_1.JPG,2022541,12,0,,A01,A0101,A01011200,Type3,126.5261405088,37.0444845717,6,20150805012427,20250403173833,,34,4
항도몽돌해수욕장과 항도방파제,경상남도 남해군 미조면 송정리,http://tong.visitkorea.or.kr/cms/resource/11/2490311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2490311_image3_1.jpg,129491,12,0,,A01,A0101,A01011200,Type3,128.0483186179,34.7422481589,6,20070327090000,20250403091139,,36,5
연소해수욕장,전라남도 고흥군 금산면 연소양지길 70,http://tong.visitkorea.or.kr/cms/resource/38/2723738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2723738_image3_1.jpg,2723813,12,0,,A01,A0101,A01011200,Type3,127.1167129711,34.4476762381,,20210630002830,20250331170729,,38,2
중리해수욕장,전라남도 완도군 보길면 중통리,http://tong.visitkorea.or.kr/cms/resource/66/3459666_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3459666_image3_1.jpg,126304,12,0,,A01,A0101,A01011200,Type1,126.5916046493,34.1631160324,6,20031107090000,20250331151445,,38,18
자은 백길해수욕장,전라남도 신안군 자은면 유각리,http://tong.visitkorea.or.kr/cms/resource/26/2654826_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2654826_image3_1.jpg,126696,12,0,,A01,A0101,A01011200,Type3,126.0396036982,34.8500327639,6,20030714090000,20250331151228,,38,12
구봉솔숲해수욕장,경기도 안산시 단원구 대부북동 1870-87,http://tong.visitkorea.or.kr/cms/resource/43/2761543_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2761543_image3_1.jpg,2761552,12,0,,A01,A0101,A01011200,Type3,126.5540398400,37.2819269945,6,20211025193644,20250328134302,,31,15
사창해수욕장,충청남도 보령시 오천면 원산도리,http://tong.visitkorea.or.kr/cms/resource/21/2751221_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2751221_image2_1.jpg,2750952,12,0,,A01,A0101,A01011200,Type3,126.4129104379,36.3653470110,6,20210929013816,20250328091421,,34,5
먼동해수욕장,충청남도 태안군 원북면 구례포길 47-508,http://tong.visitkorea.or.kr/cms/resource/45/3450845_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3450845_image3_1.jpg,2758238,12,0,,A01,A0101,A01011200,Type1,126.1874783414,36.8836084568,6,20211018234431,20250327164110,,34,14
난지섬해수욕장,충청남도 당진시 석문면 난지1길 67,http://tong.visitkorea.or.kr/cms/resource/20/1932520_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1932520_image2_1.jpg,125849,12,0,,A01,A0101,A01011200,Type3,126.4241913673,37.0470102889,6,20060809090000,20250327155934,,34,4
당너머해수욕장,인천광역시 옹진군 영흥면 선재리,http://tong.visitkorea.or.kr/cms/resource/66/2791266_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/2791266_image2_1.JPG,2768080,12,0,,A01,A0101,A01011200,Type3,126.5306127249,37.2341515699,6,20211104185608,20250327153536,,2,9
금곡해수욕장,전라남도 완도군 생일면 금곡리,http://tong.visitkorea.or.kr/cms/resource/10/2516110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2516110_image2_1.jpg,1916699,12,0,,A01,A0101,A01011200,Type3,126.9625658558,34.3121999203,6,20140428232847,20250327150644,,38,18
증도 우전해수욕장,전라남도 신안군 증도면 지도증도로 1684,http://tong.visitkorea.or.kr/cms/resource/92/2612392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2612392_image3_1.jpg,126276,12,0,,A01,A0101,A01011200,Type3,126.1369505122,34.9710734516,6,20030813090000,20250327144043,,38,12
원산도해수욕장,충청남도 보령시 오천면 원산도3길 44-64,http://tong.visitkorea.or.kr/cms/resource/37/2751237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2751237_image3_1.jpg,2750957,12,0,,A01,A0101,A01011200,Type3,126.4232789853,36.3639334609,6,20210929014102,20250327100014,,34,5
부산 송도해수욕장,부산광역시 서구 송도해변로 100,http://tong.visitkorea.or.kr/cms/resource/86/2504686_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2504686_image3_1.jpg,126122,12,0,,A01,A0101,A01011200,Type3,129.0164588470,35.0739256715,6,20031209090000,20250326144550,,6,11
남성리해수욕장,전라남도 고흥군 포두면 남성리 203-1,http://tong.visitkorea.or.kr/cms/resource/65/2788465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2788465_image3_1.jpg,2782702,12,0,,A01,A0101,A01011200,Type3,127.4075163003,34.5203452409,6,20211129201424,20250326101840,,38,2
하트해변(하누넘해수욕장),전라남도 신안군 비금면 하누넘해수욕장길 247,http://tong.visitkorea.or.kr/cms/resource/94/2742094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2742094_image2_1.jpg,2723767,12,0,,A01,A0101,A01011200,Type3,125.8956132335,34.7512638134,6,20210629230106,20250326090801,,38,12
나사해변(나사리해수욕장),울산광역시 울주군 서생면 나사리 434-5,http://tong.visitkorea.or.kr/cms/resource/54/3100154_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3100154_image3_1.jpg,2777937,12,0,,A01,A0101,A01011200,Type1,129.3408533830,35.3568500029,6,20211123185800,20250325134846,,7,5
사목해수욕장,충청남도 태안군 이원면 내리,http://tong.visitkorea.or.kr/cms/resource/99/2519899_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2519899_image2_1.jpg,1532423,12,0,,A01,A0101,A01011200,Type3,126.2924067266,36.9204059972,6,20120110230321,20250325104846,,34,14
제주신흥해수욕장,제주특별자치도 제주시 조천읍 조함해안로 273-35,http://tong.visitkorea.or.kr/cms/resource/57/2800157_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2800157_image2_1.jpg,2789378,12,0,,A01,A0101,A01011200,Type3,126.6485444197,33.5519793450,6,20211208221219,20250324181503,,39,4
백사장해수욕장,충청남도 태안군 안면읍 창기리,http://tong.visitkorea.or.kr/cms/resource/26/2716426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2716426_image3_1.jpg,128902,12,0,1269-16,A01,A0101,A01011200,Type3,126.3137999443,36.5778208923,6,20060406090000,20250324175211,,34,14
남열해돋이해수욕장,전라남도 고흥군 영남면 남열리,http://tong.visitkorea.or.kr/cms/resource/30/3360830_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3360830_image3_1.JPG,127546,12,0,,A01,A0101,A01011200,Type3,127.4869161920,34.5806370729,6,20030729090000,20250321112000,,38,2
설리해수욕장,경상남도 남해군 미조면 미송로303번길 70,http://tong.visitkorea.or.kr/cms/resource/25/3339025_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3339025_image3_1.jpg,129487,12,0,(미조면),A01,A0101,A01011200,Type3,128.0255437691,34.7055990803,6,20070326090000,20250321112000,,36,5
함덕 서우봉 해변 (함덕해수욕장),제주특별자치도 제주시 조천읍 조함해안로 519-10,http://tong.visitkorea.or.kr/cms/resource/02/3354602_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3354602_image3_1.jpg,126451,12,0,,A01,A0101,A01011200,Type3,126.6683567720,33.5439000013,6,20030909090000,20250320175026,,39,4
보령 해수욕장 관광특구,충청남도 보령시,http://tong.visitkorea.or.kr/cms/resource/78/3334178_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/3334178_image3_1.JPG,1957654,12,0,"신흑동, 응천읍 독산·관당리, 남포면 월전리 일원",A02,A0202,A02020200,Type3,126.5097752843,36.3138156874,6,20141021002605,20250319192947,,34,5
대전해수욕장,전라남도 고흥군 두원면 두원로 1306-30,http://tong.visitkorea.or.kr/cms/resource/19/3344719_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/3344719_image3_1.JPG,127883,12,0,,A01,A0101,A01011200,Type3,127.2724761027,34.7135268715,6,20030731090000,20250319192602,,38,2
장삼포해수욕장,충청남도 태안군 고남면 장곡리,http://tong.visitkorea.or.kr/cms/resource/69/3340569_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3340569_image3_1.jpg,128922,12,0,,A01,A0101,A01011200,Type3,126.3600109353,36.4226478622,6,20060414090000,20250319191358,,34,14
동고리해수욕장,전라남도 완도군 신지면 신지로 1259-1,http://tong.visitkorea.or.kr/cms/resource/19/2723519_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2723519_image2_1.jpg,2723525,12,0,,A01,A0101,A01011200,Type3,126.8799032227,34.3297826984,6,20210625231415,20250319191337,,38,18
두여해수욕장,충청남도 태안군 안면읍 정당리,http://tong.visitkorea.or.kr/cms/resource/49/3340749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3340749_image3_1.jpg,128893,12,0,1313-1,A01,A0101,A01011200,Type3,126.3297105565,36.5419475153,6,20060405090000,20250319190846,,34,14
방포해수욕장,충청남도 태안군 안면읍 방포1길 29-1,http://tong.visitkorea.or.kr/cms/resource/84/3340684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3340684_image3_1.jpg,125843,12,0,,A01,A0101,A01011200,Type3,126.3331027834,36.5087930546,6,20030701090000,20250319190322,,34,14
삼봉해수욕장,충청남도 태안군 안면읍 삼봉길 209-3,http://tong.visitkorea.or.kr/cms/resource/65/3340665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3340665_image3_1.jpg,125846,12,0,,A01,A0101,A01011200,Type3,126.3150888802,36.5715605240,6,20030701090000,20250319190233,,34,14
어은돌해수욕장,충청남도 태안군 소원면 모항리,http://tong.visitkorea.or.kr/cms/resource/73/3340773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3340773_image3_1.jpg,128894,12,0,,A01,A0101,A01011200,Type3,126.1294092752,36.7528475763,6,20060405090000,20250319190126,,34,14
마검포해수욕장,충청남도 태안군 남면 신온리,http://tong.visitkorea.or.kr/cms/resource/88/3340788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3340788_image3_1.jpg,128904,12,0,,A01,A0101,A01011200,Type3,126.2893097098,36.6076475953,6,20060406090000,20250319185318,,34,14
용동해수욕장,전라남도 고흥군 도덕면 용동리 590,http://tong.visitkorea.or.kr/cms/resource/64/3344864_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/3344864_image3_1.JPG,2723815,12,0,,A01,A0101,A01011200,Type3,127.1829193027,34.6323538997,,20210630004559,20250319184500,,38,2
갈음이해수욕장,충청남도 태안군 근흥면 정죽리,http://tong.visitkorea.or.kr/cms/resource/10/3340710_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3340710_image3_1.jpg,127311,12,0,산 147-46,A01,A0101,A01011200,Type3,126.1520087212,36.6957489937,6,20031211090000,20250319184428,,34,14
학암포해수욕장,충청남도 태안군 원북면 옥파로 1163-27,http://tong.visitkorea.or.kr/cms/resource/45/3340745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3340745_image3_1.jpg,127917,12,0,,A01,A0101,A01011200,Type3,126.2041236489,36.8988458682,6,20030925090000,20250319184115,,34,14
중광정해수욕장,강원특별자치도 양양군 현북면 하조대해안길 119,http://tong.visitkorea.or.kr/cms/resource/58/3389558_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/3389558_image3_1.JPG,2710821,12,0,,A01,A0101,A01011200,Type3,128.7175465614,38.0278081942,6,20210324200152,20250319171033,,32,7
장봉도 한들해수욕장,인천광역시 옹진군 북도면 장봉로465번길 70,http://tong.visitkorea.or.kr/cms/resource/89/3308689_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3308689_image3_1.jpg,129251,12,0,,A01,A0101,A01011200,Type3,126.3468408637,37.5288391243,6,20060925090000,20250319143809,,2,9
월천해수욕장,강원특별자치도 삼척시 원덕읍 월천리 178-1,http://tong.visitkorea.or.kr/cms/resource/45/3387145_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/45/3387145_image3_1.JPG,2714805,12,0,,A01,A0101,A01011200,Type3,129.3533495391,37.1612261605,6,20210429020155,20250319112016,,32,4
월정리해변(월정리해수욕장),제주특별자치도 제주시 구좌읍 해맞이해안로 485,http://tong.visitkorea.or.kr/cms/resource/36/3011836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3011836_image3_1.jpg,1918639,12,0,,A01,A0101,A01011200,Type1,126.7982424575,33.5550758560,6,20140513194334,20250318215407,,39,4
꽃지해수욕장,충청남도 태안군 안면읍 승언리,http://tong.visitkorea.or.kr/cms/resource/06/2649006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2649006_image3_1.jpg,126695,12,0,,A01,A0101,A01011200,Type3,126.3346639477,36.5013661578,6,20030701090000,20250318215153,,34,14
김녕성세기해변 (김녕해수욕장),제주특별자치도 제주시 구좌읍 구좌해안로 237,http://tong.visitkorea.or.kr/cms/resource/91/3480191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3480191_image3_1.jpg,129400,12,0,,A01,A0101,A01011200,Type1,126.7596485488,33.5566778337,6,20061121090000,20250318214956,,39,4
사촌해수욕장,경상남도 남해군 남면 남면로1229번길 44,http://tong.visitkorea.or.kr/cms/resource/36/2486336_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2486336_image3_1.jpg,127779,12,0,,A01,A0101,A01011200,Type3,127.8560937545,34.7414171144,6,20030704090000,20250318205358,,36,5
